Name, BaseDamage, BaseDamageType, AreaDamageType, DetDamageType, ShieldDamageType, LargeGridModifier, SmallGridModifier, ArmorModifier, LightArmorModifier, HeavyArmorModifier, NonArmorModifier, ShieldsModifier, ShieldBypass, FragmentName, FragmentQuanty, FragmentDegrees, BBHRadius, BBHDamage, BBHDepth, BBHMaxAbsorb, BBHFalloff, EOLRadius, EOLDamage, EOLDepth, EOLMaxAbsorb, EOLFalloff, AccelPerSec, MaxSpeed, MaxTrajectory, MaxLifeTime
C500Casaba, 65, Energy, Energy, Energy, Energy, -1, 0.2, -1, -1, 2, 0.8, 10, -1, C500CasabaP, 1, 0, 0, 0, 0, 0, NoFallOff, 8, 100000, 0, 0, Pooled, 0, 3500, 5000, 200
C500NSecond, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, -1, 0.4, 0.8, 6, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 3500, 5000, 120
C500mmAPHEShrapbase, 16500, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.2, -1, -1, 2, 0.8, 1.5, -1, C500mmShrapnel, 25, 360, 0, 0, 0, 0, NoFallOff, 4, 8000, 0, 0, InvCurve, 0, 100, 100, 200
C500Effect, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, -1, 0.4, 0.8, 6, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 60, 200, 200
C500CasabaP, 50000, Energy, Energy, Energy, Energy, -1, 0.2, -1, -1, 5, -1, 10, 1, C500Chain, 5, 45, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 200, 100, 60
C500mmHEShrapbase, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.2, -1, -1, 0.8, 0.8, 10, -1, C500mmShrapnel, 25, 360, 0, 0, 0, 0, NoFallOff, 7.5, 60000, 0, 0, Pooled, 0, 100, 10, 100
C500Chain, 5000, Energy, Energy, Energy, Energy, -1, 0.5, -1, -1, 0.9, -1, 0.5, 1, C500Chain, 2, 40, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 100, 18, 600
C500EMP, 300, Energy, Energy, Energy, Energy, -1, 0.5, -1, -1, -1, -1, 100, 1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 1000, 15
C500EMPBase, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.3, -1, -1, 0.4, 0.8, 6, -1, C500EMP, 1, 5, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5, 5000, 15
30mmAmmoT, 50, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, 30mmAmmoTR, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 0, 800, 2200, 200
30mmAmmoAP, 120, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, 1.5, 0.3, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmAmmoHE, 1, Kinetic, Energy, Energy, Kinetic, 0.4, -1, -1, 5, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 20, 0.5, 0, Linear, 0, 800, 2200, 200
30mmAmmoT, 50, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, 30mmAmmoTR, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 0, 800, 2200, 200
30mmAmmoAP, 120, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, 1.5, 0.3, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmAmmoHE, 1, Kinetic, Energy, Energy, Kinetic, 0.4, -1, -1, 5, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 20, 0.5, 0, Linear, 0, 800, 2200, 200
TankPlasmaAmmo, 100, Energy, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.7, 0.8, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 2.59999990463257, 15000, 0, 0, Pooled, 0, 500, 2500, 300
PlFXshots, 1, Energy, Energy, Energy, Energy, -1, 0.5, -1, -1, -1, -1, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 500, 2000, 300
PlFXshots2, 1, Kinetic, Energy, Energy, Kinetic, -1, 0.1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 500, 1500, 300
30mmAmmoT, 50, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, 30mmAmmoTR, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 1, 0, 0, Pooled, 0, 800, 2200, 200
30mmAmmoAP, 120, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, 1.5, 0.3, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmAmmoHE, 1, Kinetic, Energy, Energy, Kinetic, 0.4, -1, -1, 5, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 20, 0.5, 0, Linear, 0, 800, 2200, 200
30mmDUAmmo, 1, Kinetic, Energy, Energy, Kinetic, 0.3, -1, -1, 5, 0.1, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 800, 2200, 200
30mmAmmoDU, 180, Kinetic, Energy, Energy, Kinetic, 0.8, -1, -1, -1, 0.4, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 2200, 200
30mmCRAMAmmo, 1, Kinetic, Energy, Energy, Energy, 0.3, -1, -1, 0.8, 0.01, -1, 1.2, -1, 30mmCRAMAmmoS, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 30, 0.5, 0, Linear, 0, 1000, 2000, 200
30mmCRAMAmmoS, 1, Kinetic, Energy, Energy, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 810, 200, 8
30mmAmmoTR, 5, Kinetic, Energy, Energy, Kinetic, 0.01, -1, -1, -1, 0.01, -1, 0.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 75, 200, 120
Flak200mm, 1, Energy, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, C200mmPDAOE, 1, 0, 0, 0, 0, 0, NoFallOff, 7.5, 100, 0, 0, InvCurve, 0, 650, 3500, 600
C200mmShrapnel, 200, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 40, 20
C200mmShrapnelbase, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, C200mmShrapnel, 50, 360, 0, 0, 0, 0, NoFallOff, 5, 7500, 0, 0, Pooled, 0, 0, 2, 3
HE203mm, 1, Energy, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, C200mmShrapnelbase, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 300, 0, 0, InvCurve, 0, 650, 8000, 1000
AP203mm, 2000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, -1, 1.5, 0.8, 1.5, -1, C200mmAPHEShrapbase, 1, 120, 0, 0, 0, 0, NoFallOff, 1, 0.1, 0, 0, Pooled, 0, 600, 8000, 1000
C200mmAPHEShrapbase, 6000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, -1, 1.5, 0.8, 1.5, -1, C200mmShrapnel, 25, 360, 0, 0, 0, 0, NoFallOff, 5, 200, 0, 0, InvCurve, 0, 100, 100, 200
C200mmPDAOE, 0.1, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, C200mmShrapnelbase, 1, 0, 0, 0, 0, 0, NoFallOff, 35, 0.1, 0, 0, Pooled, 0, 0, 1, 3
LV203mmammo, 1, Energy, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, H203ShrapBase, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 300, 0, 0, InvCurve, 0, 125, 20000, 3000
MV203mmammo, 1, Energy, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, H203ShrapBase, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 300, 0, 0, InvCurve, 0, 225, 20000, 3000
HV203mmammo, 1, Kinetic, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, 0.8, 4, -1, H203ShrapBase, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 300, 0, 0, InvCurve, 0, 325, 20000, 3000
H203mmammoShrap, 200, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 300, 60
H203ShrapBase, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.4, -1, 0.9, 0.4, 0.8, 4, -1, H203mmammoShrap, 50, 360, 0, 0, 0, 0, NoFallOff, 5, 7500, 0, 0, Pooled, 0, 0, 5, 5
HVF203mmammo, 1, Kinetic, Energy, Energy, Energy, -1, 0.4, -1, -1, 0.4, -1, 3, -1, H203ShrapBase, 1, 0, 0, 0, 0, 0, NoFallOff, 2, 2000, 4, 0, Linear, 0, 325, 3500, 780
